################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -9.2344708419916410E-01 a       531     0    27     1    11
  6.2807707297901083E-01 a       532     0    27     1    12
  6.0637567253298252E-01 a       533     0    27     1    13
 -1.7867111234425950E-01 a       534     0    27     1    14
  5.7687891096632704E-01 a       535     0    27     1    15
  2.5864779579056923E-01 a       536     0    27     1    16
 -2.3986802565675636E-01 a       537     0    27     1    17
 -2.5797134109289038E-01 a       538     0    27     1    18
  1.3907203592509232E-01 a       539     0    27     1    19
 -5.0883485416315621E-01 a       540     0    27     1    20
  3.5123838395472992E-02 a       541     0    28     1     1
  1.3469083781559341E-02 a       542     0    28     1     2
 -9.2932695547245814E-02 a       543     0    28     1     3
 -7.3706099912284925E-02 a       544     0    28     1     4
 -1.5071405852913555E-01 a       545     0    28     1     5
  1.4765414400158147E-01 a       546     0    28     1     6
  1.2705680175390335E-01 a       547     0    28     1     7
  7.0314168977804264E-02 a       548     0    28     1     8
 -4.7087475759565289E-02 a       549     0    28     1     9
  6.6478068210959040E-03 a       550     0    28     1    10
  2.7046215498913762E-01 a       551     0    28     1    11
 -1.4825771352846345E-01 a       552     0    28     1    12
  1.1110290780461674E-01 a       553     0    28     1    13
 -5.5268656702785801E-02 a       554     0    28     1    14
  4.8734322301215421E-01 a       555     0    28     1    15
  9.5665882891434462E-03 a       556     0    28     1    16
  1.6405680944802842E-01 a       557     0    28     1    17
  1.8105817131076260E-01 a       558     0    28     1    18
 -9.2531827862929350E-02 a       559     0    28     1    19
  1.4989683905071724E-01 a       560     0    28     1    20
 -5.4019439347357456E-01 a       561     0    29     1     1
 -1.1174015948127074E-01 a       562     0    29     1     2
 -1.6821027490717746E-01 a       563     0    29     1     3
 -4.6888130991927213E-01 a       564     0    29     1     4
  3.8816870403474524E-01 a       565     0    29     1     5
  1.7512950029210650E-01 a       566     0    29     1     6
  7.9106358674158397E-02 a       567     0    29     1     7
  3.1993732979940334E-02 a       568     0    29     1     8
 -2.5940243674122421E-01 a       569     0    29     1     9
  2.8329240930639527E-01 a       570     0    29     1    10
  4.4498420192795907E-01 a       571     0    29     1    11
  8.7253101746602768E-01 a       572     0    29     1    12
 -3.7309470394960992E-02 a       573     0    29     1    13
  1.5653184731348586E-02 a       574     0    29     1    14
 -2.6842917003659950E-01 a       575     0    29     1    15
  9.3342061061791291E-03 a       576     0    29     1    16
 -3.1846706383774542E-02 a       577     0    29     1    17
 -4.3284454988999313E-02 a       578     0    29     1    18
  1.4390034573306337E-01 a       579     0    29     1    19
  3.2222424093530722E-01 a       580     0    29     1    20
 -9.6708908368922569E-02 a       581     0    30     1     1
 -1.6417507536379866E-01 a       582     0    30     1     2
 -7.1021604861803089E-02 a       583     0    30     1     3
 -6.8827101420978598E-01 a       584     0    30     1     4
 -1.4070329095540032E-01 a       585     0    30     1     5
  5.6743169675716229E-02 a       586     0    30     1     6
  8.6682952234541324E-02 a       587     0    30     1     7
  1.6509366283349258E-02 a       588     0    30     1     8
  2.3199462940105950E-01 a       589     0    30     1     9
  5.0873650161174688E-01 a       590     0    30     1    10
 -6.1727945341329242E-02 a       591     0    30     1    11
 -1.2668794852330156E-01 a       592     0    30     1    12
 -9.5151457808806600E-02 a       593     0    30     1    13
  1.3780631021878098E-01 a       594     0    30     1    14
 -1.0976888994474021E-01 a       595     0    30     1    15
  3.6210065303505307E-01 a       596     0    30     1    16
 -2.5644612149654011E-01 a       597     0    30     1    17
 -1.0149958102861152E-02 a       598     0    30     1    18
  7.8909009834998767E-02 a       599     0    30     1    19
 -5.7193298517789988E-02 a       600     0    30     1    20
  2.8553320633671869E-01 b       601     1     1
 -2.4266595508551866E-01 b       602     1     2
 -1.1889025834582036E-01 b       603     1     3
 -2.3141082421026780E-02 b       604     1     4
 -1.6365056788135601E-01 b       605     1     5
  5.5597150936706308E-01 b       606     1     6
  1.7894557645497272E-01 b       607     1     7
 -8.2264035906353658E-02 b       608     1     8
 -3.9906842489633076E-01 b       609     1     9
 -1.6302585208867007E-01 b       610     1    10
  6.7220917716345075E-03 b       611     1    11
  3.1994893224247020E-02 b       612     1    12
 -1.6596629807738844E-01 b       613     1    13
  1.6581729210394891E-01 b       614     1    14
  4.9519486308056232E-01 b       615     1    15
  4.7510205222648660E-01 b       616     1    16
  5.4580317464620431E-01 b       617     1    17
  3.6485151438777941E-01 b       618     1    18
  6.0175985487201988E-01 b       619     1    19
 -1.0267435351495757E-01 b       620     1    20
 -5.2798434661912841E-01 a       621     1     1     2     1
 -3.5029037686751258E-01 a       622     1     1     2     2
  4.0201200002898096E-01 a       623     1     1     2     3
 -4.3113740090117042E-01 a       624     1     1     2     4
 -5.9760380380275835E-01 a       625     1     1     2     5
 -3.1827004721652036E-01 a       626     1     1     2     6
 -7.0305876969539993E-01 a       627     1     1     2     7
 -3.5210524082661449E-01 a       628     1     1     2     8
  3.5075094845812099E-01 a       629     1     1     2     9
  2.0701900827647995E-01 a       630     1     1     2    10
 -3.3654371542179029E-01 a       631     1     1     2    11
 -3.0397464755423681E-01 a       632     1     1     2    12
  2.0385967562794791E-02 a       633     1     1     2    13
  4.3721935367715420E-01 a       634     1     1     2    14
 -4.7672883041712175E-03 a       635     1     1     2    15
 -4.9370531691423503E-01 a       636     1     1     2    16
  1.6559980122064819E-01 a       637     1     1     2    17
  7.8986239045193107E-01 a       638     1     1     2    18
  3.4313998971163850E-01 a       639     1     1     2    19
  3.6822974022912097E-01 a       640     1     1     2    20
 -2.3685538642295226E-02 a       641     1     2     2     1
  4.1772011001761983E-01 a       642     1     2     2     2
  3.3671937968268978E-01 a       643     1     2     2     3
 -2.1871735019966351E-01 a       644     1     2     2     4
  6.1462071625255665E-01 a       645     1     2     2     5
 -2.6620864867038474E-01 a       646     1     2     2     6
  1.6801057342312867E-01 a       647     1     2     2     7
  4.3725923293635610E-01 a       648     1     2     2     8
  2.4813439706270049E-01 a       649     1     2     2     9
 -4.1200054947121301E-01 a       650     1     2     2    10
  3.3786605852047424E-01 a       651     1     2     2    11
 -1.1337297623047160E-01 a       652     1     2     2    12
  2.8230309285499500E-01 a       653     1     2     2    13
 -6.2893724894595672E-03 a       654     1     2     2    14
 -1.7853568699949546E-01 a       655     1     2     2    15
  5.8913806659260526E-01 a       656     1     2     2    16
 -2.0238592064898855E-01 a       657     1     2     2    17
 -9.2627259642935311E-01 a       658     1     2     2    18
 -4.5205367038957850E-01 a       659     1     2     2    19
 -1.6245009058728302E-01 a       660     1     2     2    20
 -2.4399475043531046E-01 a       661     1     3     2     1
  2.3978622235467184E-01 a       662     1     3     2     2
 -1.3207767562524030E-02 a       663     1     3     2     3
 -2.2135400858996868E-01 a       664     1     3     2     4
  3.6264576175442909E-01 a       665     1     3     2     5
  2.5912881537290700E-01 a       666     1     3     2     6
  2.0403282959970060E-02 a       667     1     3     2     7
  2.3378653504265853E-01 a       668     1     3     2     8
 -1.4426722197765923E-01 a       669     1     3     2     9
 -8.1954592055698022E-02 a       670     1     3     2    10
 -4.6609103701943783E-01 a       671     1     3     2    11
 -1.2167236801259829E-01 a       672     1     3     2    12
  1.4156995357685820E-01 a       673     1     3     2    13
  6.5883272711636742E-02 a       674     1     3     2    14
 -4.5294184717905689E-01 a       675     1     3     2    15
  6.2502322690979562E-01 a       676     1     3     2    16
 -2.0156126176034278E-01 a       677     1     3     2    17
  1.7640200576988616E-01 a       678     1     3     2    18
  2.5612166219883714E-01 a       679     1     3     2    19
 -1.1115865079762491E-01 a       680     1     3     2    20
  6.1678877742660931E-01 a       681     1     4     2     1
  1.8729553226425166E-01 a       682     1     4     2     2
 -3.2059154657383615E-01 a       683     1     4     2     3
  4.9217336879854973E-01 a       684     1     4     2     4
 -1.2126700046269641E-01 a       685     1     4     2     5
 -2.4420676848496387E-01 a       686     1     4     2     6
 -1.7849551403953992E-01 a       687     1     4     2     7
 -8.6755387596989628E-02 a       688     1     4     2     8
  2.2855029699606305E-01 a       689     1     4     2     9
  5.4264226597352627E-01 a       690     1     4     2    10
  2.8322119241075855E-01 a       691     1     4     2    11
 -4.6187968072390131E-03 a       692     1     4     2    12
 -5.0926871346288927E-02 a       693     1     4     2    13
 -4.1644935749227163E-01 a       694     1     4     2    14
  5.8889766554493395E-01 a       695     1     4     2    15
 -6.0811040495854951E-01 a       696     1     4     2    16
  3.6065799059778131E-01 a       697     1     4     2    17
 -1.1388325673984431E-01 a       698     1     4     2    18
 -5.8023246180940968E-01 a       699     1     4     2    19
  1.5950734412676934E-01 a       700     1     4     2    20
  2.4466331134110814E-03 a       701     1     5     2     1
  5.4442344966892009E-01 a       702     1     5     2     2
  5.3524358847789200E-01 a       703     1     5     2     3
  2.5022738049991033E-01 a       704     1     5     2     4
 -1.9001013690970240E-02 a       705     1     5     2     5
 -1.0022960042095556E-01 a       706     1     5     2     6
  2.5053062650222870E-02 a       707     1     5     2     7
 -1.6404087491018993E-01 a       708     1     5     2     8
  4.1863758789939937E-01 a       709     1     5     2     9
  4.8139316413576529E-02 a       710     1     5     2    10
  4.3713614596573069E-01 a       711     1     5     2    11
  2.9450522069253893E-01 a       712     1     5     2    12
  3.1654205792628493E-01 a       713     1     5     2    13
  1.2925368542698702E-02 a       714     1     5     2    14
  3.9179320572214915E-01 a       715     1     5     2    15
  1.2694390357658544E-01 a       716     1     5     2    16
  8.1455444599922944E-01 a       717     1     5     2    17
 -1.4641126100198040E-01 a       718     1     5     2    18
  1.1110158290318470E-01 a       719     1     5     2    19
  4.6443802518592742E-01 a       720     1     5     2    20
  2.9035522334352054E-01 a       721     1     6     2     1
  6.9128235201854149E-03 a       722     1     6     2     2
  6.1032562151465231E-01 a       723     1     6     2     3
 -2.0296630772969854E-01 a       724     1     6     2     4
  7.6638472576574732E-02 a       725     1     6     2     5
  1.7783569011397624E-01 a       726     1     6     2     6
 -1.0352433144431339E-01 a       727     1     6     2     7
 -1.7248812681455489E-01 a       728     1     6     2     8
  2.1333180585158384E-01 a       729     1     6     2     9
  1.0431132427422592E-01 a       730     1     6     2    10
  1.8030973412934892E-01 a       731     1     6     2    11
  2.4742530234981755E-02 a       732     1     6     2    12
 -5.5577993151976013E-01 a       733     1     6     2    13
 -3.2137535981476334E-01 a       734     1     6     2    14
  1.4803362610850276E-01 a       735     1     6     2    15
 -4.2154428018205081E-01 a       736     1     6     2    16
 -1.2545872262031052E-01 a       737     1     6     2    17
  1.4044729205337008E-02 a       738     1     6     2    18
  1.0122123699519704E-01 a       739     1     6     2    19
 -8.4045457954099369E-03 a       740     1     6     2    20
  4.0942194697785594E-01 a       741     1     7     2     1
 -2.2284188372932792E-01 a       742     1     7     2     2
 -4.3441155120002029E-01 a       743     1     7     2     3
 -7.2707888674073795E-02 a       744     1     7     2     4
  4.9333461613443447E-01 a       745     1     7     2     5
  4.4934123496792183E-02 a       746     1     7     2     6
  2.2403588509049052E-01 a       747     1     7     2     7
 -5.6861681958482124E-01 a       748     1     7     2     8
 -8.5255963522367834E-02 a       749     1     7     2     9
 -2.8884732357936899E-01 a       750     1     7     2    10
 -2.1347010419566315E-01 a       751     1     7     2    11
 -3.1606958351378556E-02 a       752     1     7     2    12
 -2.2147651154099376E-01 a       753     1     7     2    13
 -4.1489715556257634E-01 a       754     1     7     2    14
 -8.3212059641108328E-03 a       755     1     7     2    15
  2.4616879283494159E-01 a       756     1     7     2    16
  3.1978261540144104E-02 a       757     1     7     2    17
 -7.2975772110255410E-02 a       758     1     7     2    18
  6.1428905820997604E-01 a       759     1     7     2    19
  1.3481729198111866E-01 a       760     1     7     2    20
 -3.9412120076968310E-01 a       761     1     8     2     1
 -5.3817981357873312E-01 a       762     1     8     2     2
  6.2002621454426188E-01 a       763     1     8     2     3
 -3.4258242083120377E-01 a       764     1     8     2     4
 -4.3836023694954415E-02 a       765     1     8     2     5
  6.6137978730816838E-02 a       766     1     8     2     6
  3.6270401817969297E-02 a       767     1     8     2     7
  5.9725769645537363E-01 a       768     1     8     2     8
 -2.2518046370900943E-01 a       769     1     8     2     9
  3.1985617358261453E-01 a       770     1     8     2    10
 -3.2476484664693345E-01 a       771     1     8     2    11
 -1.7404699629184536E-01 a       772     1     8     2    12
 -1.1755743673808562E-01 a       773     1     8     2    13
  1.8892806231050871E-01 a       774     1     8     2    14
  3.0022194428336008E-01 a       775     1     8     2    15
 -5.1988971100248860E-02 a       776     1     8     2    16
 -5.1835020440183732E-01 a       777     1     8     2    17
  1.0157389014368332E+00 a       778     1     8     2    18
  1.5514669926271424E-01 a       779     1     8     2    19
  1.6590764077250417E-01 a       780     1     8     2    20
 -4.1250032046323304E-01 a       781     1     9     2     1
  9.7326734974491971E-02 a       782     1     9     2     2
 -2.3854888061660873E-01 a       783     1     9     2     3
 -3.3685261948353057E-02 a       784     1     9     2     4
 -1.4276931675942384E-01 a       785     1     9     2     5
 -2.4306159746281619E-01 a       786     1     9     2     6
 -1.4657250988275453E-01 a       787     1     9     2     7
  6.3734106406993285E-01 a       788     1     9     2     8
  2.6478876857646916E-01 a       789     1     9     2     9
  2.5968110646443648E-01 a       790     1     9     2    10
  1.2162767651010341E-01 a       791     1     9     2    11
  6.4949193215304481E-03 a       792     1     9     2    12
  8.8732895762488009E-02 a       793     1     9     2    13
 -2.5465127725359077E-01 a       794     1     9     2    14
  9.8382212040153738E-02 a       795     1     9     2    15
  3.7541727694126636E-01 a       796     1     9     2    16
 -2.8495064891491863E-02 a       797     1     9     2    17
 -9.2123977640394328E-01 a       798     1     9     2    18
 -3.3838730357721919E-01 a       799     1     9     2    19
 -6.1535617449725716E-02 a       800     1     9     2    20
  5.2565658383279301E-01 a       801     1    10     2     1
  3.3095210028292760E-01 a       802     1    10     2     2
 -2.7193637617307459E-01 a       803     1    10     2     3
  3.9490309895441289E-01 a       804     1    10     2     4
  2.9131009823768617E-01 a       805     1    10     2     5
 -5.5594130001670217E-01 a       806     1    10     2     6
  3.4485342936198221E-01 a       807     1    10     2     7
 -6.5120438243025458E-01 a       808     1    10     2     8
  2.4549636476195585E-01 a       809     1    10     2     9
 -1.8916048874235272E-02 a       810     1    10     2    10
  6.3956320255999533E-01 a       811     1    10     2    11
  3.1221694457738602E-01 a       812     1    10     2    12
  5.3546711233555788E-01 a       813     1    10     2    13
 -4.4516647112688540E-01 a       814     1    10     2    14
  2.2522302691575548E-03 a       815     1    10     2    15
 -3.8558936246753178E-01 a       816     1    10     2    16
  6.0558381748949885E-01 a       817     1    10     2    17
 -3.4130738296443766E-02 a       818     1    10     2    18
  2.5071448065206842E-01 a       819     1    10     2    19
  5.5469094021337761E-02 a       820     1    10     2    20
 -2.9369531907755771E-02 a       821     1    11     2     1
 -2.3390682437069069E-01 a       822     1    11     2     2
  9.5806557234867185E-01 a       823     1    11     2     3
 -5.3713625693418277E-01 a       824     1    11     2     4
 -3.6431114250062729E-01 a       825     1    11     2     5
  2.9212336609752757E-02 a       826     1    11     2     6
 -2.2409265775613621E-01 a       827     1    11     2     7
  2.1594290510004105E-01 a       828     1    11     2     8
  2.1345215370089912E-01 a       829     1    11     2     9
 -1.0053023985326567E-01 a       830     1    11     2    10
 -5.3930297034920138E-02 a       831     1    11     2    11
 -5.2669743620742715E-01 a       832     1    11     2    12
  3.4048962129558558E-01 a       833     1    11     2    13
  2.0647570523050512E-01 a       834     1    11     2    14
  5.7671046136416826E-01 a       835     1    11     2    15
  5.0707519659393782E-02 a       836     1    11     2    16
 -2.5823680017920758E-01 a       837     1    11     2    17
 -1.5553465071398997E-01 a       838     1    11     2    18
  2.9526670148661799E-01 a       839     1    11     2    19
 -2.2605157318615460E-01 a       840     1    11     2    20
 -1.1471439515311747E-01 a       841     1    12     2     1
 -3.4851671200427087E-01 a       842     1    12     2     2
  2.5081589344182631E-01 a       843     1    12     2     3
  1.7182154208505687E-01 a       844     1    12     2     4
 -1.9009886381751737E-01 a       845     1    12     2     5
  2.9718340963065703E-02 a       846     1    12     2     6
 -3.2610605264927706E-01 a       847     1    12     2     7
  2.3550279442440164E-01 a       848     1    12     2     8
 -5.0362484952862130E-01 a       849     1    12     2     9
  1.8483565747867800E-01 a       850     1    12     2    10
 -2.4480996928308515E-01 a       851     1    12     2    11
 -3.3175868467664860E-01 a       852     1    12     2    12
 -1.2598632460041348E-01 a       853     1    12     2    13
 -3.8780476832070931E-01 a       854     1    12     2    14
  1.3345520257820187E-01 a       855     1    12     2    15
  9.8848393337987328E-01 a       856     1    12     2    16
 -2.2834090743403276E-01 a       857     1    12     2    17
 -2.4659532872375667E-01 a       858     1    12     2    18
  4.5630460523630297E-02 a       859     1    12     2    19
  1.3004316305667984E-01 a       860     1    12     2    20
  4.2830146975365152E-01 a       861     1    13     2     1
 -2.7013046656716744E-01 a       862     1    13     2     2
  2.1042941506456528E-01 a       863     1    13     2     3
 -2.4612020415739299E-02 a       864     1    13     2     4
 -4.6419126047410236E-01 a       865     1    13     2     5
  1.9812241053210600E-01 a       866     1    13     2     6
 -5.2291057022737994E-02 a       867     1    13     2     7
 -7.2515208417792992E-02 a       868     1    13     2     8
  3.1742319090596126E-02 a       869     1    13     2     9
 -5.0183810377334570E-01 a       870     1    13     2    10
 -3.0659410009315058E-01 a       871     1    13     2    11
 -1.1481577651848494E-01 a       872     1    13     2    12
 -8.5652177548194691E-03 a       873     1    13     2    13
 -7.4001377367543100E-02 a       874     1    13     2    14
  3.0358743004163080E-01 a       875     1    13     2    15
  2.0284519240245877E-01 a       876     1    13     2    16
  6.5632434136421369E-01 a       877     1    13     2    17
  7.1897047259955404E-01 a       878     1    13     2    18
  3.1630183893224056E-01 a       879     1    13     2    19
  3.8023900852320647E-01 a       880     1    13     2    20
  7.2294944581137175E-03 a       881     1    14     2     1
  8.5238210152254287E-02 a       882     1    14     2     2
  8.9621755760914953E-02 a       883     1    14     2     3
  3.9890559174960361E-01 a       884     1    14     2     4
  3.2619946862591159E-01 a       885     1    14     2     5
  2.6630537218252026E-01 a       886     1    14     2     6
  4.3076782883385839E-01 a       887     1    14     2     7
 -3.8497144989217180E-01 a       888     1    14     2     8
  3.7686984683536051E-01 a       889     1    14     2     9
  3.1177030969521674E-01 a       890     1    14     2    10
  2.7980080663241463E-01 a       891     1    14     2    11
 -3.5612660535594909E-01 a       892     1    14     2    12
  3.0918161493748469E-01 a       893     1    14     2    13
 -1.1871859115304101E-01 a       894     1    14     2    14
  3.0199735509136272E-01 a       895     1    14     2    15
  3.5097087609015076E-01 a       896     1    14     2    16
  2.3855382404501874E-02 a       897     1    14     2    17
 -4.1454608548554657E-02 a       898     1    14     2    18
  5.2467996227330414E-02 a       899     1    14     2    19
 -3.2918989342525490E-01 a       900     1    14     2    20
 -3.4642283610382807E-01 a       901     1    15     2     1
  1.9220649817897775E-01 a       902     1    15     2     2
 -4.9433377671580424E-02 a       903     1    15     2     3
  2.0395899967466122E-01 a       904     1    15     2     4
 -3.0475136415592335E-01 a       905     1    15     2     5
 -3.3028020051972862E-02 a       906     1    15     2     6
 -3.6208252836871502E-01 a       907     1    15     2     7
  1.4233260545198090E-01 a       908     1    15     2     8
  1.3474602946292907E-01 a       909     1    15     2     9
 -1.5968184763722687E-01 a       910     1    15     2    10
 -7.6448701763023361E-02 a       911     1    15     2    11
  7.3115650474405020E-02 a       912     1    15     2    12
  1.2004941528149252E-01 a       913     1    15     2    13
  1.7830820206614209E-01 a       914     1    15     2    14
  2.0615877713842788E-02 a       915     1    15     2    15
  3.4160907190757461E-01 a       916     1    15     2    16
  9.6310411609326962E-02 a       917     1    15     2    17
  2.4623734653686450E-02 a       918     1    15     2    18
  1.7586004755204235E-01 a       919     1    15     2    19
  6.0917445436083684E-01 a       920     1    15     2    20
  1.7346072143614609E-03 a       921     1    16     2     1
  1.3061198499178092E-01 a       922     1    16     2     2
  7.4543521790548672E-01 a       923     1    16     2     3
  1.2293025038331834E-01 a       924     1    16     2     4
 -5.2936255896246731E-01 a       925     1    16     2     5
  3.1823825816457270E-02 a       926     1    16     2     6
 -2.7510966699059680E-01 a       927     1    16     2     7
  4.3824004582193299E-01 a       928     1    16     2     8
 -6.3763932500179379E-02 a       929     1    16     2     9
  3.2035101903028851E-01 a       930     1    16     2    10
 -1.6235644288515821E-01 a       931     1    16     2    11
 -1.2904864976941139E-02 a       932     1    16     2    12
 -3.3443288430121748E-01 a       933     1    16     2    13
  1.9187296336286733E-01 a       934     1    16     2    14
  2.3285737772891021E-01 a       935     1    16     2    15
 -1.2649575971117677E-01 a       936     1    16     2    16
 -3.9734874617614535E-01 a       937     1    16     2    17
 -2.4300115597874500E-01 a       938     1    16     2    18
  2.9298786256136089E-01 a       939     1    16     2    19
 -3.3733869658521022E-02 a       940     1    16     2    20
  3.7079155205614350E-01 a       941     1    17     2     1
  3.1985764937633931E-01 a       942     1    17     2     2
 -2.2980551393609044E-01 a       943     1    17     2     3
  3.3941205620608222E-01 a       944     1    17     2     4
  1.0918728191485665E+00 a       945     1    17     2     5
  1.8628776925137344E-01 a       946     1    17     2     6
  9.8122377320139820E-01 a       947     1    17     2     7
 -3.4154595762890538E-01 a       948     1    17     2     8
 -1.3737957420186866E-01 a       949     1    17     2     9
 -3.3188168017790892E-01 a       950     1    17     2    10
  1.4828088550053720E-01 a       951     1    17     2    11
 -2.6983794024780505E-01 a       952     1    17     2    12
  8.7206178680489088E-01 a       953     1    17     2    13
 -3.9548664437792386E-01 a       954     1    17     2    14
  6.9221329446256849E-02 a       955     1    17     2    15
  2.8682130490141700E-01 a       956     1    17     2    16
 -2.9427726269266080E-01 a       957     1    17     2    17
 -8.9407016562504971E-01 a       958     1    17     2    18
 -3.4874912822702477E-02 a       959     1    17     2    19
  1.8930519893970649E-01 a       960     1    17     2    20
 -6.7870405970570813E-02 a       961     1    18     2     1
  6.4235483749004910E-02 a       962     1    18     2     2
 -2.3698386747754888E-01 a       963     1    18     2     3
 -1.3038013654482267E-01 a       964     1    18     2     4
  1.1550745923641557E-01 a       965     1    18     2     5
 -1.1577112982076850E-01 a       966     1    18     2     6
  7.0082333054325818E-01 a       967     1    18     2     7
 -3.7526543248672684E-01 a       968     1    18     2     8
  8.7033350934594056E-01 a       969     1    18     2     9
 -9.3630990563177238E-02 a       970     1    18     2    10
 -1.1239578000117670E-01 a       971     1    18     2    11
  7.2916978351214079E-02 a       972     1    18     2    12
 -1.6124806931076810E-01 a       973     1    18     2    13
  3.0377868813680009E-01 a       974     1    18     2    14
 -4.6203132182267526E-01 a       975     1    18     2    15
 -8.8549627216811977E-01 a       976     1    18     2    16
  3.3266551553925722E-01 a       977     1    18     2    17
 -9.4674069652032644E-01 a       978     1    18     2    18
 -3.0240523173095757E-01 a       979     1    18     2    19
 -8.5862281816858188E-01 a       980     1    18     2    20
  5.9763316203779449E-01 a       981     1    19     2     1
  3.0964091639386537E-01 a       982     1    19     2     2
  2.7030106214312971E-01 a       983     1    19     2     3
  3.4652843913653752E-02 a       984     1    19     2     4
  1.8137030038586266E-01 a       985     1    19     2     5
  1.2268208999081817E-01 a       986     1    19     2     6
  1.9193828418624836E-01 a       987     1    19     2     7
  1.7638897621167796E-01 a       988     1    19     2     8
 -4.2012416346325832E-01 a       989     1    19     2     9
  5.2453979554215477E-02 a       990     1    19     2    10
  7.0639850982307989E-02 a       991     1    19     2    11
 -3.0096869788813047E-01 a       992     1    19     2    12
 -1.4064052837048981E-02 a       993     1    19     2    13
 -5.3652415698910061E-01 a       994     1    19     2    14
  6.6641573003637788E-01 a       995     1    19     2    15
  3.1611154008359266E-01 a       996     1    19     2    16
  3.5813752544348193E-01 a       997     1    19     2    17
 -2.1068501889911279E-01 a       998     1    19     2    18
 -3.3963469310588290E-01 a       999     1    19     2    19
 -4.4029399113019779E-01 a      1000     1    19     2    20
 -2.1025778692828048E-01 a      1001     1    20     2     1
  1.0123780671639160E-01 a      1002     1    20     2     2
  7.8299525498267508E-01 a      1003     1    20     2     3
 -2.2696658797738858E-01 a      1004     1    20     2     4
 -7.3179043529999854E-01 a      1005     1    20     2     5
 -4.8093238067674765E-01 a      1006     1    20     2     6
  2.5996225980439752E-01 a      1007     1    20     2     7
  4.8300028306560112E-02 a      1008     1    20     2     8
 -2.5096754123158255E-01 a      1009     1    20     2     9
 -5.3640719795581104E-01 a      1010     1    20     2    10
 -8.9387929318903714E-02 a      1011     1    20     2    11
 -2.5284853405911617E-01 a      1012     1    20     2    12
  1.5221411911796778E-01 a      1013     1    20     2    13
  3.1392559588156360E-01 a      1014     1    20     2    14
  8.2672838194766826E-02 a      1015     1    20     2    15
 -1.3862593891399902E-01 a      1016     1    20     2    16
  1.1581172964907434E-01 a      1017     1    20     2    17
 -3.3698513769556199E-01 a      1018     1    20     2    18
  4.1990453682369572E-01 a      1019     1    20     2    19
 -3.0345953236952095E-01 a      1020     1    20     2    20
  1.2009776459164061E-01 b      1021     2     1
 -1.9366619900842200E-01 b      1022     2     2
 -5.4231300143419958E-01 b      1023     2     3
  3.4267850019684359E-01 b      1024     2     4
 -3.0580988089128741E-01 b      1025     2     5
  1.9596415134470288E-01 b      1026     2     6
 -1.3707067262798373E-01 b      1027     2     7
 -3.4229359927504427E-01 b      1028     2     8
 -9.7471595124060520E-02 b      1029     2     9
 -1.4322669629410389E-01 b      1030     2    10
  4.7282444814600944E-01 b      1031     2    11
  2.6721956466271612E-01 b      1032     2    12
 -1.4662725865205883E-01 b      1033     2    13
  6.6349019971786563E-02 b      1034     2    14
 -1.5339174527011920E-01 b      1035     2    15
  1.0040738049261064E-01 b      1036     2    16
  5.0534857970498859E-01 b      1037     2    17
  1.5453973305259389E-01 b      1038     2    18
 -5.7106695039324511E-03 b      1039     2    19
 -1.9732952638213266E-01 b      1040     2    20
 -5.0458904226824874E-01 a      1041     2     1     3     1
 -4.7225992602700517E-01 a      1042     2     2     3     1
 -8.7290867818504897E-02 a      1043     2     3     3     1
  5.8473617934004896E-01 a      1044     2     4     3     1
  2.2759245836683351E-01 a      1045     2     5     3     1
  1.3805341254655590E-01 a      1046     2     6     3     1
 -3.0755830214610769E-01 a      1047     2     7     3     1
  5.3703967855671131E-01 a      1048     2     8     3     1
  3.0388030330460408E-01 a      1049     2     9     3     1
 -3.4170295208274060E-01 a      1050     2    10     3     1
 -3.3712787175348630E-01 a      1051     2    11     3     1
  3.3041055992229035E-01 a      1052     2    12     3     1
  3.8445087713902637E-01 a      1053     2    13     3     1
 -2.6353801331579801E-01 a      1054     2    14     3     1
  2.2045536675223631E-01 a      1055     2    15     3     1
 -1.1473011402533997E-01 a      1056     2    16     3     1
  2.0527362152103604E-01 a      1057     2    17     3     1
  5.0775067788087297E-02 a      1058     2    18     3     1
  1.2730054402750327E-01 a      1059     2    19     3     1
 -4.5583933799963294E-01 a      1060     2    20     3     1
 -2.6959674722254710E-03 b      1061     3     1
