################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.4977288173585119E+00 a        67     0     4     1     7
 -8.2845588751854160E-01 a        68     0     4     1     8
 -1.0091526562420055E+00 a        69     0     4     1     9
  1.4618374545468602E+00 a        70     0     4     1    10
 -1.1372536094408672E+00 a        71     0     4     1    11
 -8.0149557053900788E-01 a        72     0     4     1    12
  1.6210946329305445E-01 a        73     0     4     1    13
  6.0516396354534252E-01 a        74     0     4     1    14
  1.2897815587889941E-01 a        75     0     4     1    15
 -1.3388918801548224E+00 a        76     0     4     1    16
  1.5756499448082548E+00 a        77     0     4     1    17
  9.7715365397349740E-01 a        78     0     4     1    18
 -4.0919770397390226E-01 a        79     0     4     1    19
 -9.7537704091357824E-01 a        80     0     4     1    20
  4.2048841980935686E-01 a        81     0     5     1     1
 -3.5393529057708040E-01 a        82     0     5     1     2
  7.3524532580372004E-01 a        83     0     5     1     3
 -7.5288694307046966E-01 a        84     0     5     1     4
  6.6401796228272936E-01 a        85     0     5     1     5
 -4.6038313844725703E-01 a        86     0     5     1     6
  4.5644701385368414E-01 a        87     0     5     1     7
 -5.7179221794454249E-01 a        88     0     5     1     8
  4.9900156000607154E-01 a        89     0     5     1     9
  2.2280213593801299E-01 a        90     0     5     1    10
 -3.1342294897603906E-01 a        91     0     5     1    11
  7.4960948877778921E-01 a        92     0     5     1    12
  5.0548901330552143E-01 a        93     0     5     1    13
  2.7387707347637907E-01 a        94     0     5     1    14
  6.3005736755398223E-02 a        95     0     5     1    15
  4.7441289167435785E-01 a        96     0     5     1    16
 -8.3220147051766655E-02 a        97     0     5     1    17
 -7.0135090934925565E-02 a        98     0     5     1    18
 -4.1405270359570628E-01 a        99     0     5     1    19
 -3.3447437132725255E-01 a       100     0     5     1    20
 -1.8121429706556913E+00 a       101     0     6     1     1
  5.1938799742379338E-01 a       102     0     6     1     2
  4.7637864565664567E-01 a       103     0     6     1     3
  5.9482684989927226E-01 a       104     0     6     1     4
 -6.3448900828796351E-01 a       105     0     6     1     5
 -1.2491060759136536E+00 a       106     0     6     1     6
 -5.9040133169986719E-01 a       107     0     6     1     7
  1.0123979267737051E+00 a       108     0     6     1     8
  3.5443648686442070E-01 a       109     0     6     1     9
 -6.5591313216684033E-01 a       110     0     6     1    10
  1.5059355788812099E+00 a       111     0     6     1    11
  7.6610891326207609E-01 a       112     0     6     1    12
 -2.9866308367469493E-02 a       113     0     6     1    13
 -4.7999272979460722E-01 a       114     0     6     1    14
 -1.3476424854566940E-01 a       115     0     6     1    15
  6.1253049604721543E-01 a       116     0     6     1    16
 -2.9346726387174454E-01 a       117     0     6     1    17
 -7.1127175143206633E-01 a       118     0     6     1    18
  3.5898644429816312E-01 a       119     0     6     1    19
  5.3677928022651578E-01 a       120     0     6     1    20
  3.1024383080206303E-01 a       121     0     7     1     1
  2.0349572461085089E-01 a       122     0     7     1     2
 -1.8187720797691646E-02 a       123     0     7     1     3
  1.8314249438819055E-01 a       124     0     7     1     4
 -2.3814386988576700E-01 a       125     0     7     1     5
  4.9950701505070649E-01 a       126     0     7     1     6
  4.2726988615083827E-01 a       127     0     7     1     7
  1.1868033533739533E+00 a       128     0     7     1     8
 -7.7230264438922003E-01 a       129     0     7     1     9
  9.7434967200056999E-01 a       130     0     7     1    10
 -1.4923596799346661E-01 a       131     0     7     1    11
 -8.4677579053419577E-02 a       132     0     7     1    12
 -1.5295687022200208E+00 a       133     0     7     1    13
  6.2594888910638680E-01 a       134     0     7     1    14
 -1.2482898868693810E+00 a       135     0     7     1    15
 -7.9006384196066745E-02 a       136     0     7     1    16
 -1.6115694760540888E-01 a       137     0     7     1    17
  3.4090109045692318E-01 a       138     0     7     1    18
  1.8891603566600793E-01 a       139     0     7     1    19
  9.9913922097465113E-01 a       140     0     7     1    20
  1.4079164245423931E-01 a       141     0     8     1     1
 -1.9152494346432437E-02 a       142     0     8     1     2
 -6.3224364561543539E-02 a       143     0     8     1     3
 -1.9791542332162942E-01 a       144     0     8     1     4
 -6.9218996015485912E-01 a       145     0     8     1     5
  6.1589951322472480E-01 a       146     0     8     1     6
  5.0650476808213407E-01 a       147     0     8     1     7
 -1.1325699105934315E+00 a       148     0     8     1     8
  1.9369431109918356E-01 a       149     0     8     1     9
 -1.7138264631755251E-01 a       150     0     8     1    10
 -8.7658694259190678E-02 a       151     0     8     1    11
 -4.6415614109111553E-01 a       152     0     8     1    12
 -8.3164122105144844E-01 a       153     0     8     1    13
  2.0259971978059185E-01 a       154     0     8     1    14
 -5.1639762831901259E-01 a       155     0     8     1    15
 -3.5992607023181533E-01 a       156     0     8     1    16
 -5.5368596699890271E-01 a       157     0     8     1    17
  5.5059416712516474E-01 a       158     0     8     1    18
  1.1825407887433396E-01 a       159     0     8     1    19
 -1.7517122574763280E+00 a       160     0     8     1    20
  3.5463468131930803E-01 a       161     0     9     1     1
 -8.2591675987647051E-01 a       162     0     9     1     2
 -1.7928296012899994E-01 a       163     0     9     1     3
  1.4929297356633672E-01 a       164     0     9     1     4
  4.5079784177872972E-01 a       165     0     9     1     5
  3.7391068930666432E-02 a       166     0     9     1     6
 -2.1675763394304509E-01 a       167     0     9     1     7
 -7.8223454922629421E-01 a       168     0     9     1     8
  2.3911786340633190E-01 a       169     0     9     1     9
 -9.2936151210863982E-01 a       170     0     9     1    10
  3.2410170551152973E-01 a       171     0     9     1    11
  6.3671382520843833E-01 a       172     0     9     1    12
  5.6689808321034607E-01 a       173     0     9     1    13
 -1.8365317248711574E-01 a       174     0     9     1    14
  1.0972189936370402E+00 a       175     0     9     1    15
 -8.9026509063307502E-02 a       176     0     9     1    16
  4.5988990741153990E-01 a       177     0     9     1    17
 -4.2420843510677353E-01 a       178     0     9     1    18
 -8.2308610128420376E-02 a       179     0     9     1    19
  4.6386147148082862E-01 a       180     0     9     1    20
  4.9092243030457211E-01 a       181     0    10     1     1
 -3.1675763038420340E-01 a       182     0    10     1     2
 -3.6707394815924277E-01 a       183     0    10     1     3
 -1.1334003048775723E-01 a       184     0    10     1     4
  6.4678030712674839E-01 a       185     0    10     1     5
 -2.1125911007935344E-01 a       186     0    10     1     6
  7.3466872385256482E-02 a       187     0    10     1     7
  5.3634326371719854E-01 a       188     0    10     1     8
 -1.9988720350486214E-01 a       189     0    10     1     9
 -9.9384841600367924E-02 a       190     0    10     1    10
 -1.7703852089694880E-01 a       191     0    10     1    11
  1.3650754454420119E-01 a       192     0    10     1    12
  2.5081935831173013E-01 a       193     0    10     1    13
 -1.8493586509640975E-01 a       194     0    10     1    14
  1.1975372791358921E-01 a       195     0    10     1    15
  2.2380003099515688E-01 a       196     0    10     1    16
  1.4416938864233797E-01 a       197     0    10     1    17
 -1.5449837085530951E-01 a       198     0    10     1    18
 -2.0174808560489185E-01 a       199     0    10     1    19
  4.2120941566094378E-01 a       200     0    10     1    20
  2.2789154262955752E-01 a       201     0    11     1     1
  2.0377142715509339E-01 a       202     0    11     1     2
  1.7320340387159774E-01 a       203     0    11     1     3
 -8.8272305420333722E-02 a       204     0    11     1     4
 -5.8921344877154981E-02 a       205     0    11     1     5
 -5.8220665443097563E-02 a       206     0    11     1     6
 -6.6913266610150986E-03 a       207     0    11     1     7
  4.7251178104902314E-01 a       208     0    11     1     8
 -2.2980584589672312E-01 a       209     0    11     1     9
  5.3124134048814831E-01 a       210     0    11     1    10
 -1.8111839596622370E-01 a       211     0    11     1    11
 -2.1327199621483600E-01 a       212     0    11     1    12
 -8.8263514428114664E-01 a       213     0    11     1    13
  2.7730884650433316E-02 a       214     0    11     1    14
 -7.0919008723864849E-02 a       215     0    11     1    15
  1.2429014257323123E-01 a       216     0    11     1    16
 -3.2300641492482414E-02 a       217     0    11     1    17
  5.6682325579263504E-01 a       218     0    11     1    18
  2.6966117588449129E-01 a       219     0    11     1    19
 -4.1211715325552856E-01 a       220     0    11     1    20
 -1.4965996319426095E-01 a       221     0    12     1     1
  6.9624734181672987E-01 a       222     0    12     1     2
  3.1464311214849877E-01 a       223     0    12     1     3
  3.3070710464132952E-01 a       224     0    12     1     4
  3.8117627312227065E-01 a       225     0    12     1     5
  1.0249590821360424E-01 a       226     0    12     1     6
  2.0400587092598560E-01 a       227     0    12     1     7
 -2.8425416150323546E-01 a       228     0    12     1     8
  2.7392116466531575E-02 a       229     0    12     1     9
  3.0170904996433362E-01 a       230     0    12     1    10
  2.0771648521905439E-01 a       231     0    12     1    11
 -5.6483197681563579E-01 a       232     0    12     1    12
  2.9874419722905715E-01 a       233     0    12     1    13
  2.9481528330806389E-01 a       234     0    12     1    14
  1.5093070040224971E-01 a       235     0    12     1    15
  6.3906281535851317E-02 a       236     0    12     1    16
 -4.0814956696715499E-01 a       237     0    12     1    17
  1.0961169492099905E-01 a       238     0    12     1    18
 -1.5959332245897820E-01 a       239     0    12     1    19
  2.1649894070352982E-01 a       240     0    12     1    20
  3.0640404759045270E-01 a       241     0    13     1     1
 -3.4678346559522139E-01 a       242     0    13     1     2
 -2.1462744691414476E-01 a       243     0    13     1     3
  7.2225473663381001E-02 a       244     0    13     1     4
 -1.2218401106891512E-01 a       245     0    13     1     5
 -1.1059859550341911E-01 a       246     0    13     1     6
 -2.7728306186729218E-01 a       247     0    13     1     7
 -3.7107816970171414E-01 a       248     0    13     1     8
  1.6703808647301807E-01 a       249     0    13     1     9
 -5.0889306923565181E-01 a       250     0    13     1    10
 -5.1539926930503382E-02 a       251     0    13     1    11
 -2.9743499960791009E-02 a       252     0    13     1    12
  5.7042114158358548E-01 a       253     0    13     1    13
 -2.5170651784607778E-01 a       254     0    13     1    14
 -3.8083673656179408E-02 a       255     0    13     1    15
 -7.0925834183659511E-02 a       256     0    13     1    16
  3.3865229981374528E-01 a       257     0    13     1    17
 -2.9198443276106145E-01 a       258     0    13     1    18
 -8.4783263479900228E-02 a       259     0    13     1    19
 -6.3700470037527393E-02 a       260     0    13     1    20
 -8.2062053671991181E-02 a       261     0    14     1     1
 -2.6472905411329334E-01 a       262     0    14     1     2
 -1.0344360174331128E-01 a       263     0    14     1     3
 -2.2780232723722846E-01 a       264     0    14     1     4
 -1.4790632686003993E-02 a       265     0    14     1     5
  3.3752562470296385E-02 a       266     0    14     1     6
  4.6925797251224401E-03 a       267     0    14     1     7
  4.5100965175600576E-02 a       268     0    14     1     8
  4.3267436698817739E-02 a       269     0    14     1     9
  6.0977274786007646E-02 a       270     0    14     1    10
  1.1957430596346852E-01 a       271     0    14     1    11
 -1.2008507549600636E-01 a       272     0    14     1    12
  6.0183375592297833E-02 a       273     0    14     1    13
 -1.7556254913179772E-02 a       274     0    14     1    14
 -1.9663761680387682E-02 a       275     0    14     1    15
  1.6344422115018548E-01 a       276     0    14     1    16
  6.2882213233714360E-02 a       277     0    14     1    17
 -1.6657627565903269E-01 a       278     0    14     1    18
 -7.7586714169195534E-02 a       279     0    14     1    19
  6.3958889377361258E-02 a       280     0    14     1    20
  1.2587171671082489E-01 a       281     0    15     1     1
  2.8187812016959934E-01 a       282     0    15     1     2
  1.3352702184790247E-01 a       283     0    15     1     3
  2.0218669665244781E-02 a       284     0    15     1     4
 -1.7311581082887753E-01 a       285     0    15     1     5
 -2.4247069878215988E-01 a       286     0    15     1     6
  1.4134138186102513E-01 a       287     0    15     1     7
  6.2418483195108808E-02 a       288     0    15     1     8
  2.3002825962261646E-02 a       289     0    15     1     9
  2.2592484858820799E-01 a       290     0    15     1    10
  1.0157564231062138E-01 a       291     0    15     1    11
 -8.0135435182202855E-02 a       292     0    15     1    12
  2.8405690711199520E-02 a       293     0    15     1    13
  2.6896517707927542E-01 a       294     0    15     1    14
  2.2702864623309013E-01 a       295     0    15     1    15
  3.4970175904193440E-01 a       296     0    15     1    16
 -5.7888174052790987E-02 a       297     0    15     1    17
  5.7079504650023330E-02 a       298     0    15     1    18
  1.8994241855743466E-01 a       299     0    15     1    19
 -7.0871062094603157E-02 a       300     0    15     1    20
 -1.9771815287416367E-02 a       301     0    16     1     1
  1.2874171116548577E-01 a       302     0    16     1     2
 -1.9770260093423131E-01 a       303     0    16     1     3
  2.1220608246849206E-02 a       304     0    16     1     4
  1.1416152745143063E-01 a       305     0    16     1     5
 -3.6033873748299465E-02 a       306     0    16     1     6
 -5.1637286179380251E-02 a       307     0    16     1     7
 -1.2895558518704964E-01 a       308     0    16     1     8
 -3.2003421692621332E-02 a       309     0    16     1     9
 -1.1227810085333195E-01 a       310     0    16     1    10
  8.1702965229002278E-02 a       311     0    16     1    11
 -4.6192147302211356E-02 a       312     0    16     1    12
  1.9399356204898041E-01 a       313     0    16     1    13
  8.0741945481948532E-02 a       314     0    16     1    14
 -1.5980305087161950E-01 a       315     0    16     1    15
  9.0671326235223296E-02 a       316     0    16     1    16
  2.4945562417217153E-03 a       317     0    16     1    17
 -1.7153826705636584E-02 a       318     0    16     1    18
 -2.0020822955500001E-01 a       319     0    16     1    19
 -1.7888817972025552E-02 a       320     0    16     1    20
  1.7149545960469828E-01 a       321     0    17     1     1
  3.5473905237825780E-02 a       322     0    17     1     2
  4.3147532446534698E-01 a       323     0    17     1     3
  1.9228474494964451E-01 a       324     0    17     1     4
 -1.6433122652251470E-01 a       325     0    17     1     5
 -1.6547435557305887E-01 a       326     0    17     1     6
 -9.2468224435444918E-02 a       327     0    17     1     7
 -1.5555624191424247E-01 a       328     0    17     1     8
 -2.9915746059913334E-01 a       329     0    17     1     9
 -3.0707226311157143E-01 a       330     0    17     1    10
 -2.9702076868089650E-01 a       331     0    17     1    11
  2.8223774190059775E-01 a       332     0    17     1    12
 -1.0346498318835821E-02 a       333     0    17     1    13
  6.8373230221095678E-03 a       334     0    17     1    14
 -4.0334652264730077E-02 a       335     0    17     1    15
 -2.7312307892044054E-02 a       336     0    17     1    16
  2.7021150237393304E-01 a       337     0    17     1    17
 -4.8485610683681778E-03 a       338     0    17     1    18
 -1.7318974511964239E-01 a       339     0    17     1    19
  1.7331033747588936E-01 a       340     0    17     1    20
 -4.1425518530069767E-02 a       341     0    18     1     1
 -4.0589931850489445E-02 a       342     0    18     1     2
 -2.3852354007352766E-01 a       343     0    18     1     3
 -1.4269149098931155E-02 a       344     0    18     1     4
  1.1114431073353348E-01 a       345     0    18     1     5
 -1.0561028332087217E-02 a       346     0    18     1     6
 -3.8311429214331658E-02 a       347     0    18     1     7
 -4.4436030976260997E-02 a       348     0    18     1     8
  8.0364994324828923E-02 a       349     0    18     1     9
  1.1069625239859026E-02 a       350     0    18     1    10
  1.3378724991206972E-01 a       351     0    18     1    11
 -4.2316165571527155E-02 a       352     0    18     1    12
 -2.4952524014973883E-02 a       353     0    18     1    13
  4.6517519598218302E-02 a       354     0    18     1    14
 -1.3482120575835047E-01 a       355     0    18     1    15
 -5.2369331078464761E-02 a       356     0    18     1    16
 -4.3393192503240786E-02 a       357     0    18     1    17
 -1.1567787097850054E-02 a       358     0    18     1    18
  6.9158467676098345E-02 a       359     0    18     1    19
 -1.5332853772347445E-02 a       360     0    18     1    20
  9.0048608833041299E-01 a       361     0    19     1     1
  6.4175812567229915E-02 a       362     0    19     1     2
 -6.8290723819257415E-01 a       363     0    19     1     3
 -2.8104570715806493E-01 a       364     0    19     1     4
  2.6012392138207552E-01 a       365     0    19     1     5
 -1.9702705575175775E-01 a       366     0    19     1     6
 -1.5217937696536412E+00 a       367     0    19     1     7
 -8.5052469691953747E-01 a       368     0    19     1     8
 -6.4138177834513765E-01 a       369     0    19     1     9
  1.0992791600990952E-01 a       370     0    19     1    10
 -1.2832044628502912E-01 a       371     0    19     1    11
 -6.5292367278730222E-03 a       372     0    19     1    12
  4.3089270281922165E-01 a       373     0    19     1    13
 -1.8600187510961669E-01 a       374     0    19     1    14
 -5.8223916579123525E-01 a       375     0    19     1    15
 -7.2598379403437729E-01 a       376     0    19     1    16
 -3.9388078084095524E-01 a       377     0    19     1    17
  1.2271885621690308E-01 a       378     0    19     1    18
 -6.1724988539430337E-01 a       379     0    19     1    19
 -1.8110189980158276E-01 a       380     0    19     1    20
 -1.9665725997125016E-01 a       381     0    20     1     1
  4.9846204291092815E-03 a       382     0    20     1     2
  2.3159316062942095E-01 a       383     0    20     1     3
  4.0599127904580687E-02 a       384     0    20     1     4
 -2.8038884553506706E-02 a       385     0    20     1     5
 -7.2425037470720405E-02 a       386     0    20     1     6
  3.0231969642419843E-01 a       387     0    20     1     7
  2.0053305327820858E-01 a       388     0    20     1     8
  1.6411355357904930E-01 a       389     0    20     1     9
  2.9671633177204046E-02 a       390     0    20     1    10
 -1.6615267639437989E-01 a       391     0    20     1    11
 -3.8089015390942657E-02 a       392     0    20     1    12
 -1.9110182621171398E-01 a       393     0    20     1    13
  1.8818312741708829E-01 a       394     0    20     1    14
 -2.1988675994396784E-01 a       395     0    20     1    15
  1.6263160703475749E-01 a       396     0    20     1    16
 -6.6096241389354174E-02 a       397     0    20     1    17
 -1.8753181481985193E-01 a       398     0    20     1    18
  2.1536072717104177E-01 a       399     0    20     1    19
 -8.5584231263124325E-02 a       400     0    20     1    20
 -8.3341993985561164E-02 a       401     0    21     1     1
 -2.7629106283862148E-01 a       402     0    21     1     2
 -5.0510640257585038E-01 a       403     0    21     1     3
  1.6531797027065590E-01 a       404     0    21     1     4
 -2.2677409240174332E-01 a       405     0    21     1     5
  6.4910405925920733E-02 a       406     0    21     1     6
 -2.5959774733183860E-01 a       407     0    21     1     7
 -2.8511052384672386E-01 a       408     0    21     1     8
  3.5342603061742711E-01 a       409     0    21     1     9
  3.0003621086570775E-01 a       410     0    21     1    10
  3.6032880210811430E-01 a       411     0    21     1    11
 -6.7044074299425535E-02 a       412     0    21     1    12
 -6.4225794104694478E-02 a       413     0    21     1    13
 -1.4142489147153353E-01 a       414     0    21     1    14
  1.6042391162224967E-01 a       415     0    21     1    15
 -2.6356902570936902E-01 a       416     0    21     1    16
 -1.6348772244278215E-01 a       417     0    21     1    17
 -2.2845950022511083E-01 a       418     0    21     1    18
  1.0284178929576016E-01 a       419     0    21     1    19
 -7.5018105117205428E-02 a       420     0    21     1    20
 -1.2675295451198160E-01 a       421     0    22     1     1
  4.9294142060257028E-02 a       422     0    22     1     2
  3.8134995982878095E-01 a       423     0    22     1     3
  3.5392890771837035E-02 a       424     0    22     1     4
  1.2483001103637213E-01 a       425     0    22     1     5
  1.6619753488534617E-01 a       426     0    22     1     6
  4.4566347275410850E-01 a       427     0    22     1     7
  5.0965840660161721E-01 a       428     0    22     1     8
 -6.4522340840935430E-02 a       429     0    22     1     9
  2.4332548415728558E-02 a       430     0    22     1    10
  1.1202021390039915E-01 a       431     0    22     1    11
  1.5400699205299606E-01 a       432     0    22     1    12
 -3.5072170713085105E-02 a       433     0    22     1    13
 -8.2641145767772345E-02 a       434     0    22     1    14
  1.9488957421400041E-01 a       435     0    22     1    15
  2.1702401108006950E-01 a       436     0    22     1    16
  1.4496857481551095E-01 a       437     0    22     1    17
  3.6901792302188813E-01 a       438     0    22     1    18
  1.2976721728696725E-01 a       439     0    22     1    19
  1.0839481340088195E-01 a       440     0    22     1    20
 -4.5202768680145861E-01 a       441     0    23     1     1
  5.9797015416480426E-01 a       442     0    23     1     2
  4.6138117645041049E-01 a       443     0    23     1     3
  4.2032736014099187E-01 a       444     0    23     1     4
 -3.8310860532171698E-02 a       445     0    23     1     5
  1.1462113558746496E-01 a       446     0    23     1     6
  7.2848729339757323E-01 a       447     0    23     1     7
  1.1757412860491782E-01 a       448     0    23     1     8
  1.2676138125299918E-01 a       449     0    23     1     9
 -7.8065429078304993E-01 a       450     0    23     1    10
 -2.8965629620238575E-01 a       451     0    23     1    11
 -1.0274041987207057E+00 a       452     0    23     1    12
  3.2998425755653821E-01 a       453     0    23     1    13
  2.0760329845408287E-01 a       454     0    23     1    14
 -1.7869061431978550E-03 a       455     0    23     1    15
  2.2389536909296850E-01 a       456     0    23     1    16
 -2.3255942667293386E-01 a       457     0    23     1    17
  4.8106222783202046E-01 a       458     0    23     1    18
  3.3240758798716602E-01 a       459     0    23     1    19
 -7.6446871511221492E-01 a       460     0    23     1    20
  3.4966183255131233E-01 a       461     0    24     1     1
 -7.0007494721846919E-01 a       462     0    24     1     2
 -4.5199049659417442E-02 a       463     0    24     1     3
 -1.6907182193153275E-01 a       464     0    24     1     4
  1.2483132905068431E-01 a       465     0    24     1     5
 -2.6803778616314788E-01 a       466     0    24     1     6
 -4.9957477302331882E-01 a       467     0    24     1     7
  2.1357413494130034E-01 a       468     0    24     1     8
 -3.1076720239712269E-01 a       469     0    24     1     9
  4.5787924109881577E-02 a       470     0    24     1    10
 -2.3973925380345890E-01 a       471     0    24     1    11
  1.8509104417807207E-01 a       472     0    24     1    12
 -1.1766221894753057E-02 a       473     0    24     1    13
 -7.3770724220796169E-01 a       474     0    24     1    14
 -6.1105009401126946E-02 a       475     0    24     1    15
 -1.1857927531986796E-01 a       476     0    24     1    16
  5.6607299476613870E-01 a       477     0    24     1    17
  1.5695751847303999E-01 a       478     0    24     1    18
 -1.4446706386128974E-01 a       479     0    24     1    19
  8.4316606462589760E-01 a       480     0    24     1    20
 -4.6524916507736679E-02 a       481     0    25     1     1
  4.8986975465872837E-03 a       482     0    25     1     2
  1.5457039711906023E-01 a       483     0    25     1     3
  1.9982007321252404E-01 a       484     0    25     1     4
  2.4791878916307250E-01 a       485     0    25     1     5
  7.6931371526517047E-03 a       486     0    25     1     6
 -4.6415152091919328E-02 a       487     0    25     1     7
 -1.6396903486049008E-01 a       488     0    25     1     8
 -4.2287630350427971E-02 a       489     0    25     1     9
  9.6923144688057059E-02 a       490     0    25     1    10
  1.3467600231146465E-01 a       491     0    25     1    11
  2.0125399700064539E-01 a       492     0    25     1    12
 -3.4804175949800187E-01 a       493     0    25     1    13
  1.0366459851935306E-01 a       494     0    25     1    14
 -4.0615703597872788E-01 a       495     0    25     1    15
 -1.9478868662142525E-02 a       496     0    25     1    16
 -1.4252510728741580E-01 a       497     0    25     1    17
 -1.6241305908683886E-02 a       498     0    25     1    18
  3.1021598131106793E-02 a       499     0    25     1    19
 -2.6326404426927336E-01 a       500     0    25     1    20
  2.3373826827158894E-01 a       501     0    26     1     1
  2.0663417662226241E-01 a       502     0    26     1     2
 -6.8939615450458169E-01 a       503     0    26     1     3
  3.9304434360746143E-01 a       504     0    26     1     4
 -5.0194687951616213E-01 a       505     0    26     1     5
 -1.5832694250666246E-01 a       506     0    26     1     6
 -8.2349771156807708E-02 a       507     0    26     1     7
 -5.0405732914988455E-01 a       508     0    26     1     8
  4.4061138851987208E-01 a       509     0    26     1     9
 -4.1528083268583316E-01 a       510     0    26     1    10
 -7.4920225626290138E-02 a       511     0    26     1    11
 -4.9453235256637845E-01 a       512     0    26     1    12
  1.4921286770175127E-01 a       513     0    26     1    13
  4.3707576709313889E-01 a       514     0    26     1    14
  1.2618809776018933E-01 a       515     0    26     1    15
 -4.5063671835791813E-01 a       516     0    26     1    16
  1.9203193541725100E-01 a       517     0    26     1    17
 -4.2229702152050141E-01 a       518     0    26     1    18
 -1.4665877388473879E-03 a       519     0    26     1    19
  1.2460755936474074E-01 a       520     0    26     1    20
 -5.2856449689489604E-01 a       521     0    27     1     1
  8.8316724560574345E-01 a       522     0    27     1     2
  1.2074904446423532E-01 a       523     0    27     1     3
 -5.3932193589409753E-02 a       524     0    27     1     4
 -1.3447546683729117E-01 a       525     0    27     1     5
 -4.4925236215106690E-01 a       526     0    27     1     6
  2.7461052381654644E-01 a       527     0    27     1     7
  1.1313785798542673E+00 a       528     0    27     1     8
 -1.2942323830702426E-01 a       529     0    27     1     9
 -1.3817202213041779E-01 a       530     0    27     1    10
