################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -3.0955312603153901E-01 a       503     0    26     1     3
 -2.2901418599144144E-02 a       504     0    26     1     4
  4.9036305179528263E-02 a       505     0    26     1     5
 -2.5494975098907802E-01 a       506     0    26     1     6
 -2.4562758943048704E-01 a       507     0    26     1     7
  8.7976415868850341E-02 a       508     0    26     1     8
  2.7564966583428992E-02 a       509     0    26     1     9
 -1.5973494859533402E-01 a       510     0    26     1    10
 -3.4316538884857695E-01 a       511     0    26     1    11
  2.3625577680499601E-01 a       512     0    26     1    12
 -2.2514826040568803E-01 a       513     0    26     1    13
 -3.1030178144733831E-02 a       514     0    26     1    14
 -5.4766438404186246E-01 a       515     0    26     1    15
 -1.8344340440784845E-01 a       516     0    26     1    16
  1.2243351314257224E-02 a       517     0    26     1    17
  2.0675251194897526E-01 a       518     0    26     1    18
 -2.7040038910193919E-03 a       519     0    26     1    19
 -4.2071985713811919E-02 a       520     0    26     1    20
 -1.3006562120919374E-01 a       521     0    27     1     1
 -1.9659722415609460E-01 a       522     0    27     1     2
 -7.2042397197270821E-03 a       523     0    27     1     3
  1.6974866832267684E-02 a       524     0    27     1     4
  2.9208250221830151E-01 a       525     0    27     1     5
  1.0624508293415169E-01 a       526     0    27     1     6
 -2.1605037956954159E-02 a       527     0    27     1     7
 -6.1554636895538382E-02 a       528     0    27     1     8
  2.4554247811839888E-01 a       529     0    27     1     9
  7.0901046346551158E-02 a       530     0    27     1    10
 -3.0722965064202620E-02 a       531     0    27     1    11
 -4.7365721326506383E-01 a       532     0    27     1    12
  1.5370778092119128E-01 a       533     0    27     1    13
 -1.5929117198642925E-01 a       534     0    27     1    14
  3.3045974783831139E-01 a       535     0    27     1    15
  1.0794646255204098E-01 a       536     0    27     1    16
  1.2870343128113807E-02 a       537     0    27     1    17
  1.7758523396703196E-02 a       538     0    27     1    18
 -2.1240473804406776E-01 a       539     0    27     1    19
  6.5626142199308263E-02 a       540     0    27     1    20
 -3.8992346761794006E-01 b       541     1     1
  2.9736486760202480E-01 b       542     1     2
 -3.8233211276514667E-01 b       543     1     3
 -3.0983394051756241E-01 b       544     1     4
  1.9699881179339981E-01 b       545     1     5
 -2.9071083936080311E-01 b       546     1     6
 -3.4279133092196784E-01 b       547     1     7
  9.4975239489882207E-02 b       548     1     8
  4.4546688102710053E-01 b       549     1     9
  4.5346458497837339E-01 b       550     1    10
  2.6917480573296121E-01 b       551     1    11
 -2.6360948078446184E-01 b       552     1    12
 -1.1177113301037363E-01 b       553     1    13
  8.9695857509933322E-02 b       554     1    14
  3.7141333622882738E-01 b       555     1    15
 -7.6992266356525670E-03 b       556     1    16
  4.0663942664480929E-01 b       557     1    17
 -1.0782317627068257E-01 b       558     1    18
 -1.3194718560331661E-01 b       559     1    19
 -9.1151604408250458E-02 b       560     1    20
 -1.2779465720328698E+00 a       561     1     1     2     1
 -5.8539369317293710E-01 a       562     1     1     2     2
 -2.1946849844450703E-01 a       563     1     1     2     3
  9.1855517775920516E-03 a       564     1     1     2     4
  1.3768708052083242E-01 a       565     1     1     2     5
  4.3557497688429697E-01 a       566     1     1     2     6
  1.7481624773682311E-01 a       567     1     1     2     7
  8.4286947266762535E-01 a       568     1     1     2     8
  2.3851423519938821E-02 a       569     1     1     2     9
  7.4563573070717226E-01 a       570     1     1     2    10
  2.0941081774129897E-01 a       571     1     1     2    11
  5.8194399993984947E-01 a       572     1     1     2    12
  2.0829179205587842E-01 a       573     1     1     2    13
 -6.5875910120402559E-01 a       574     1     1     2    14
 -1.8689336944272392E-01 a       575     1     1     2    15
 -5.9165740074122608E-01 a       576     1     1     2    16
  4.9684513868417246E-01 a       577     1     1     2    17
 -7.4990234585731885E-01 a       578     1     1     2    18
  3.3211141727086085E-01 a       579     1     1     2    19
  1.2219457088396185E-01 a       580     1     1     2    20
  2.4815334016550315E-02 a       581     1     2     2     1
 -5.4093449357813839E-01 a       582     1     2     2     2
 -4.7111724127414691E-02 a       583     1     2     2     3
  5.2992865335545125E-01 a       584     1     2     2     4
 -9.1846591326014262E-02 a       585     1     2     2     5
  4.1131767073277148E-01 a       586     1     2     2     6
 -1.6918514693843295E-01 a       587     1     2     2     7
 -6.4956007273922967E-01 a       588     1     2     2     8
  5.1723281980410485E-02 a       589     1     2     2     9
  1.4179993709267244E-01 a       590     1     2     2    10
 -9.6304538444661761E-02 a       591     1     2     2    11
  1.7147399612249253E-01 a       592     1     2     2    12
 -2.4880413107077299E-02 a       593     1     2     2    13
 -4.0118915307600694E-01 a       594     1     2     2    14
 -5.3931255231530695E-01 a       595     1     2     2    15
  1.2439592638954645E-01 a       596     1     2     2    16
  2.4143205241100280E-01 a       597     1     2     2    17
 -7.2226353714508085E-02 a       598     1     2     2    18
 -4.2656398214170183E-01 a       599     1     2     2    19
 -2.7988353419265255E-02 a       600     1     2     2    20
  1.2310793029899877E-01 a       601     1     3     2     1
 -3.1872129208764380E-02 a       602     1     3     2     2
  3.4549326707752798E-01 a       603     1     3     2     3
  4.3181971454756735E-01 a       604     1     3     2     4
 -4.3783097304411450E-01 a       605     1     3     2     5
  4.2576985349860158E-01 a       606     1     3     2     6
 -5.1646586728976918E-01 a       607     1     3     2     7
  1.0157358186458409E-01 a       608     1     3     2     8
 -1.4387592220118617E-01 a       609     1     3     2     9
 -5.0414542351810296E-02 a       610     1     3     2    10
 -5.0798045991797725E-01 a       611     1     3     2    11
  5.4012391033389318E-01 a       612     1     3     2    12
 -8.6357444212443374E-02 a       613     1     3     2    13
 -1.0442173511466077E-01 a       614     1     3     2    14
 -2.2171396269636193E-01 a       615     1     3     2    15
 -4.5277031370789894E-02 a       616     1     3     2    16
  5.6223498259631438E-02 a       617     1     3     2    17
 -4.7312934439302923E-01 a       618     1     3     2    18
  4.1179723366114596E-01 a       619     1     3     2    19
  2.4337459125744243E-01 a       620     1     3     2    20
 -1.5846278891872893E-02 a       621     1     4     2     1
  4.7305097218589198E-01 a       622     1     4     2     2
 -5.5282093081784889E-02 a       623     1     4     2     3
  8.1322606782945095E-01 a       624     1     4     2     4
 -3.4778916898681330E-03 a       625     1     4     2     5
 -3.9689107341792168E-01 a       626     1     4     2     6
 -1.9094241841272580E-01 a       627     1     4     2     7
  3.1815680283907827E-01 a       628     1     4     2     8
  5.7295595353154061E-01 a       629     1     4     2     9
  4.0404400442773086E-01 a       630     1     4     2    10
 -1.4080437026736278E-01 a       631     1     4     2    11
  6.7371660113980802E-01 a       632     1     4     2    12
  2.5027905174098003E-01 a       633     1     4     2    13
 -3.2411135615946179E-01 a       634     1     4     2    14
  3.5578193295764687E-01 a       635     1     4     2    15
 -3.9041096460035452E-01 a       636     1     4     2    16
 -1.7064278015827494E-01 a       637     1     4     2    17
 -1.2067743782978235E-02 a       638     1     4     2    18
 -8.5025374696236139E-02 a       639     1     4     2    19
  6.7036733050673175E-02 a       640     1     4     2    20
 -2.3555229743448694E-01 a       641     1     5     2     1
  1.6110954563648655E-01 a       642     1     5     2     2
  1.7933331242113040E-01 a       643     1     5     2     3
 -7.1533777692637479E-01 a       644     1     5     2     4
  2.8222746656636516E-01 a       645     1     5     2     5
 -1.6183713768026881E-02 a       646     1     5     2     6
  2.0587533124345916E-01 a       647     1     5     2     7
  6.6460042338206349E-01 a       648     1     5     2     8
 -1.7565720098934526E-01 a       649     1     5     2     9
  2.7887334567073990E-01 a       650     1     5     2    10
 -6.4217033195985440E-01 a       651     1     5     2    11
 -4.9978242877114984E-02 a       652     1     5     2    12
 -5.5567155520625196E-02 a       653     1     5     2    13
 -3.3136347983024855E-01 a       654     1     5     2    14
  2.5803782508664180E-01 a       655     1     5     2    15
  2.4234799881203817E-01 a       656     1     5     2    16
  1.0715828841723512E-02 a       657     1     5     2    17
  1.0347547593377525E-01 a       658     1     5     2    18
  3.7298588402180693E-01 a       659     1     5     2    19
  6.1342962594457884E-01 a       660     1     5     2    20
  2.2248629107444895E-01 a       661     1     6     2     1
  3.5592653846131656E-01 a       662     1     6     2     2
  3.0081817760969378E-04 a       663     1     6     2     3
  6.0023663426837428E-03 a       664     1     6     2     4
 -7.1946948820790224E-02 a       665     1     6     2     5
 -6.6935587223072290E-01 a       666     1     6     2     6
  6.8469879565582292E-01 a       667     1     6     2     7
 -2.7359229603357449E-01 a       668     1     6     2     8
 -2.1093078402686224E-01 a       669     1     6     2     9
  7.0600816970229407E-01 a       670     1     6     2    10
  7.6297437664747642E-02 a       671     1     6     2    11
  1.5787798692393655E-02 a       672     1     6     2    12
  1.3700704686690473E-02 a       673     1     6     2    13
 -2.6926556466992030E-01 a       674     1     6     2    14
 -2.0869212769568907E-01 a       675     1     6     2    15
 -6.9648706394656548E-02 a       676     1     6     2    16
 -3.8560954631170770E-02 a       677     1     6     2    17
  5.8218900434209804E-02 a       678     1     6     2    18
  2.6092680405516427E-01 a       679     1     6     2    19
  2.7447433139931504E-01 a       680     1     6     2    20
 -1.1377183052971642E+00 a       681     1     7     2     1
  6.4599241254494877E-01 a       682     1     7     2     2
  2.4306359881579542E-01 a       683     1     7     2     3
 -3.2331427353038528E-01 a       684     1     7     2     4
 -4.5722081747673804E-01 a       685     1     7     2     5
  1.9318948502540897E-01 a       686     1     7     2     6
  1.0403066615650770E-01 a       687     1     7     2     7
  8.6492320845310255E-01 a       688     1     7     2     8
 -3.9346162626218018E-01 a       689     1     7     2     9
  2.6363905711585728E-01 a       690     1     7     2    10
 -3.7636183191268946E-01 a       691     1     7     2    11
  3.3425023687302979E-01 a       692     1     7     2    12
  3.8261317579267901E-01 a       693     1     7     2    13
 -3.5765215972066472E-02 a       694     1     7     2    14
  2.9594209365522867E-01 a       695     1     7     2    15
 -2.0074158916310947E-01 a       696     1     7     2    16
  4.1639860316391275E-01 a       697     1     7     2    17
  6.5473971711700296E-01 a       698     1     7     2    18
  2.0395489283796010E-02 a       699     1     7     2    19
  8.6348010031342726E-01 a       700     1     7     2    20
 -1.8150365257290299E-01 a       701     1     8     2     1
 -1.8859161044160747E-01 a       702     1     8     2     2
 -2.3931541093526670E-01 a       703     1     8     2     3
  1.5348919713540637E-01 a       704     1     8     2     4
 -3.3838373790190635E-01 a       705     1     8     2     5
  4.6012277725307482E-01 a       706     1     8     2     6
 -2.4721981919751485E-01 a       707     1     8     2     7
  4.3739326986949029E-01 a       708     1     8     2     8
 -3.2735219604204541E-01 a       709     1     8     2     9
  2.3827400221163694E-02 a       710     1     8     2    10
 -1.2080535421567479E-01 a       711     1     8     2    11
 -1.0890310411482405E-01 a       712     1     8     2    12
  3.7391488363175907E-01 a       713     1     8     2    13
  2.7547954936526847E-01 a       714     1     8     2    14
 -6.1306656042060960E-02 a       715     1     8     2    15
  4.6293773291536439E-01 a       716     1     8     2    16
  5.7172593525462545E-01 a       717     1     8     2    17
  5.6349298217264521E-01 a       718     1     8     2    18
 -2.7350479262092675E-01 a       719     1     8     2    19
  1.0853902058409719E-01 a       720     1     8     2    20
 -4.2837227382070464E-02 a       721     1     9     2     1
  2.4062038016751125E-01 a       722     1     9     2     2
  5.8642575339109111E-02 a       723     1     9     2     3
 -3.5423968362226893E-01 a       724     1     9     2     4
  7.4848954554170025E-02 a       725     1     9     2     5
 -4.9623128807824013E-01 a       726     1     9     2     6
  1.4748321637700972E-02 a       727     1     9     2     7
 -4.4017398816625047E-01 a       728     1     9     2     8
  2.7872995772793485E-01 a       729     1     9     2     9
 -2.3233550891208915E-01 a       730     1     9     2    10
  1.5033734385228875E-01 a       731     1     9     2    11
 -2.9521577013989095E-02 a       732     1     9     2    12
 -4.4118467306514669E-02 a       733     1     9     2    13
 -3.6689997282305588E-03 a       734     1     9     2    14
 -5.3513335108293070E-01 a       735     1     9     2    15
 -1.5821312467503207E-01 a       736     1     9     2    16
  8.9169837139395969E-02 a       737     1     9     2    17
 -3.3174536818665157E-01 a       738     1     9     2    18
  1.0364427490515883E-01 a       739     1     9     2    19
 -3.6245912369552974E-01 a       740     1     9     2    20
  4.0704938538231997E-02 a       741     1    10     2     1
  3.0994464824833268E-01 a       742     1    10     2     2
  8.6616731062979263E-02 a       743     1    10     2     3
 -2.6180812354587971E-02 a       744     1    10     2     4
  1.1240047058494710E-02 a       745     1    10     2     5
 -4.6242130019758187E-01 a       746     1    10     2     6
 -1.9826368836548861E-01 a       747     1    10     2     7
  5.3505085531553787E-01 a       748     1    10     2     8
 -6.9737973277467225E-03 a       749     1    10     2     9
  4.3480484037231881E-01 a       750     1    10     2    10
  2.0690424361364523E-01 a       751     1    10     2    11
 -6.2540789807364369E-02 a       752     1    10     2    12
  3.5851345476882718E-01 a       753     1    10     2    13
  1.6434313907096273E-01 a       754     1    10     2    14
 -1.8992201915775334E-01 a       755     1    10     2    15
 -3.3074191677542020E-01 a       756     1    10     2    16
  7.7370779710765100E-02 a       757     1    10     2    17
  4.9247128208606972E-01 a       758     1    10     2    18
 -3.5618512204649855E-01 a       759     1    10     2    19
  3.2148958151449192E-01 a       760     1    10     2    20
 -5.0287007769044156E-01 a       761     1    11     2     1
 -5.1156739126491868E-01 a       762     1    11     2     2
 -2.6070615234496136E-01 a       763     1    11     2     3
 -4.9553997734254274E-01 a       764     1    11     2     4
 -5.0713748464340624E-01 a       765     1    11     2     5
  1.8613135570096091E-02 a       766     1    11     2     6
  7.0309493166714112E-03 a       767     1    11     2     7
  4.4541843392760294E-01 a       768     1    11     2     8
 -2.7805757605659759E-01 a       769     1    11     2     9
 -3.0437479519546407E-01 a       770     1    11     2    10
  3.7495529668675759E-01 a       771     1    11     2    11
 -7.8927063160568883E-02 a       772     1    11     2    12
  1.2245562087824609E-01 a       773     1    11     2    13
  2.5380615298130782E-01 a       774     1    11     2    14
  9.5128901294245102E-02 a       775     1    11     2    15
 -2.3417594330720662E-01 a       776     1    11     2    16
  3.7290860124353575E-01 a       777     1    11     2    17
 -5.2827869849540365E-01 a       778     1    11     2    18
  3.3880272959648000E-01 a       779     1    11     2    19
  2.6554790192336456E-03 a       780     1    11     2    20
  5.5293466031213190E-01 a       781     1    12     2     1
  4.0602966905016802E-01 a       782     1    12     2     2
  3.9426418977155014E-01 a       783     1    12     2     3
  3.8765762306914470E-01 a       784     1    12     2     4
  4.6490997291867758E-01 a       785     1    12     2     5
 -6.6705101327416649E-01 a       786     1    12     2     6
  3.1194409314304278E-01 a       787     1    12     2     7
 -5.2560437763762444E-02 a       788     1    12     2     8
  1.8733212110522846E-01 a       789     1    12     2     9
 -2.6393863916325433E-01 a       790     1    12     2    10
  7.0550119931073005E-02 a       791     1    12     2    11
  5.8902718726419480E-02 a       792     1    12     2    12
 -1.2221201516537486E-01 a       793     1    12     2    13
 -1.4339016252922535E-01 a       794     1    12     2    14
  8.1890259309135936E-03 a       795     1    12     2    15
 -4.9070221336135278E-03 a       796     1    12     2    16
 -6.2499683417271756E-01 a       797     1    12     2    17
  6.6027541287338620E-02 a       798     1    12     2    18
  2.4713270951111896E-01 a       799     1    12     2    19
  2.9458530326913021E-02 a       800     1    12     2    20
  3.6525393894056894E-02 a       801     1    13     2     1
 -2.8238753294554136E-01 a       802     1    13     2     2
 -2.6330703442107452E-02 a       803     1    13     2     3
 -2.3055835229109786E-01 a       804     1    13     2     4
  1.5924131237768513E-01 a       805     1    13     2     5
  6.3111986904806539E-01 a       806     1    13     2     6
  1.9386955596701819E-01 a       807     1    13     2     7
 -4.8365290111472248E-01 a       808     1    13     2     8
  7.5491809618667016E-01 a       809     1    13     2     9
  3.7039528234320296E-01 a       810     1    13     2    10
  7.4870171856062373E-01 a       811     1    13     2    11
 -1.2852036805893022E-01 a       812     1    13     2    12
 -2.5503794583084050E-01 a       813     1    13     2    13
  3.9919277391016261E-01 a       814     1    13     2    14
  5.6373249685928587E-03 a       815     1    13     2    15
  5.9243429394664093E-01 a       816     1    13     2    16
 -1.9093352465028504E-01 a       817     1    13     2    17
  4.2476400928077807E-01 a       818     1    13     2    18
 -2.8697158383475613E-01 a       819     1    13     2    19
 -3.4601170080000937E-01 a       820     1    13     2    20
  3.8975257638606299E-02 a       821     1    14     2     1
  1.1007552814067238E-01 a       822     1    14     2     2
  1.4330201495081110E-01 a       823     1    14     2     3
 -2.2580099520802671E-01 a       824     1    14     2     4
 -2.2324882892996456E-01 a       825     1    14     2     5
 -6.6697032917860236E-02 a       826     1    14     2     6
 -1.3917111723300674E-01 a       827     1    14     2     7
  1.2356874082966132E-01 a       828     1    14     2     8
  1.7665749290925364E-01 a       829     1    14     2     9
  3.5955151020636994E-01 a       830     1    14     2    10
  9.1673148152136147E-02 a       831     1    14     2    11
  2.6035097356505421E-01 a       832     1    14     2    12
  1.2893275989736852E-01 a       833     1    14     2    13
  2.0725512234493712E-01 a       834     1    14     2    14
  2.1037416922145291E-01 a       835     1    14     2    15
  3.2937647379368176E-02 a       836     1    14     2    16
 -1.4476635382766581E-01 a       837     1    14     2    17
  2.3789405494410087E-01 a       838     1    14     2    18
  1.3850658359383017E-01 a       839     1    14     2    19
  1.2215786669095349E-01 a       840     1    14     2    20
 -8.6467785101673134E-02 a       841     1    15     2     1
 -3.8346358449176376E-01 a       842     1    15     2     2
  4.1914347089583381E-01 a       843     1    15     2     3
  1.9177572115689984E-01 a       844     1    15     2     4
 -5.4793008529976983E-01 a       845     1    15     2     5
 -5.0135382090811620E-01 a       846     1    15     2     6
 -3.6759055449635411E-02 a       847     1    15     2     7
 -6.7031507996688597E-02 a       848     1    15     2     8
  2.5943058912642097E-01 a       849     1    15     2     9
  1.6882833632850913E-01 a       850     1    15     2    10
  4.1239851607003297E-01 a       851     1    15     2    11
 -4.9108702849574540E-02 a       852     1    15     2    12
  1.0035209659132033E-01 a       853     1    15     2    13
  9.3323976912048592E-02 a       854     1    15     2    14
 -3.7446871876170545E-01 a       855     1    15     2    15
 -2.8155372693765440E-01 a       856     1    15     2    16
  8.8140678549696608E-02 a       857     1    15     2    17
 -4.2179126739591560E-01 a       858     1    15     2    18
  4.0605087712865612E-01 a       859     1    15     2    19
  1.5563991889039214E-01 a       860     1    15     2    20
 -3.3385156114330516E-02 a       861     1    16     2     1
  9.3627810601734363E-02 a       862     1    16     2     2
  2.5109116833559705E-02 a       863     1    16     2     3
 -1.8271711722240266E-01 a       864     1    16     2     4
 -5.5556175408512223E-02 a       865     1    16     2     5
  5.1895922340376355E-01 a       866     1    16     2     6
 -2.3012743364993551E-01 a       867     1    16     2     7
 -9.5398911963338690E-02 a       868     1    16     2     8
  4.2587379707445215E-02 a       869     1    16     2     9
  5.4929535379440439E-02 a       870     1    16     2    10
 -2.0156096744229152E-01 a       871     1    16     2    11
 -1.6406231006422159E-01 a       872     1    16     2    12
  2.0930032057831838E-01 a       873     1    16     2    13
 -1.6922168034516097E-01 a       874     1    16     2    14
 -5.2498893353592979E-02 a       875     1    16     2    15
  7.6162760223777562E-02 a       876     1    16     2    16
  1.0537760598615981E-03 a       877     1    16     2    17
 -1.3616695400057027E-01 a       878     1    16     2    18
 -3.8161836705478419E-01 a       879     1    16     2    19
 -1.8903786077707568E-01 a       880     1    16     2    20
 -5.3060593777605081E-01 a       881     1    17     2     1
  3.1399776905726612E-01 a       882     1    17     2     2
  5.0138410984290316E-01 a       883     1    17     2     3
 -1.0165366633194502E-01 a       884     1    17     2     4
 -7.8867790294952578E-01 a       885     1    17     2     5
  1.1616938311887879E-02 a       886     1    17     2     6
 -2.8691744152217506E-03 a       887     1    17     2     7
  6.2944883715761946E-01 a       888     1    17     2     8
  1.3595157202836483E-01 a       889     1    17     2     9
  4.9967674675413415E-01 a       890     1    17     2    10
 -2.7407806650506644E-01 a       891     1    17     2    11
  2.0749464741594950E-01 a       892     1    17     2    12
  1.4515497179356037E-02 a       893     1    17     2    13
  1.1035406005029877E-01 a       894     1    17     2    14
  3.2227103754151476E-01 a       895     1    17     2    15
 -5.2300796036743546E-01 a       896     1    17     2    16
 -2.6047954564430231E-01 a       897     1    17     2    17
  3.9352603778602963E-01 a       898     1    17     2    18
  1.5453236837891637E-01 a       899     1    17     2    19
  2.2835918857812135E-01 a       900     1    17     2    20
  1.7776545006879885E-01 a       901     1    18     2     1
 -1.8896006959266498E-01 a       902     1    18     2     2
  1.1408142735237321E-01 a       903     1    18     2     3
  2.4232480086857894E-01 a       904     1    18     2     4
 -9.7640551328534251E-03 a       905     1    18     2     5
  1.3005916324159355E-02 a       906     1    18     2     6
  1.8526668782766761E-01 a       907     1    18     2     7
  2.3238906922757294E-01 a       908     1    18     2     8
 -3.9852041817915645E-01 a       909     1    18     2     9
 -6.4412011629097443E-01 a       910     1    18     2    10
 -3.7658358789151419E-01 a       911     1    18     2    11
  5.3457361610103310E-02 a       912     1    18     2    12
 -2.9924899993442977E-01 a       913     1    18     2    13
 -2.0675908395510911E-01 a       914     1    18     2    14
 -4.3196295822214147E-02 a       915     1    18     2    15
  1.6961996378617444E-01 a       916     1    18     2    16
 -1.4551652652101529E-01 a       917     1    18     2    17
  1.6548023889902533E-01 a       918     1    18     2    18
  7.6770899373435550E-02 a       919     1    18     2    19
 -1.0043685391792236E-01 a       920     1    18     2    20
 -9.1462609742952200E-02 a       921     1    19     2     1
 -8.9782122485308254E-03 a       922     1    19     2     2
 -1.8283772018536515E-01 a       923     1    19     2     3
  2.1435512186765443E-01 a       924     1    19     2     4
  9.2185528615546589E-02 a       925     1    19     2     5
  1.9065754611260377E-01 a       926     1    19     2     6
  9.9566960078457722E-02 a       927     1    19     2     7
 -7.0542772666588843E-02 a       928     1    19     2     8
  1.4631152558336202E-01 a       929     1    19     2     9
 -1.9265091749101595E-01 a       930     1    19     2    10
  3.5230831343107749E-01 a       931     1    19     2    11
  2.6284542790775406E-01 a       932     1    19     2    12
 -1.5741180353054324E-01 a       933     1    19     2    13
  1.5151250933446911E-01 a       934     1    19     2    14
  1.8140501474255052E-02 a       935     1    19     2    15
  1.7459591904389821E-01 a       936     1    19     2    16
  2.3582038564951696E-02 a       937     1    19     2    17
  3.9557890134527351E-01 a       938     1    19     2    18
  1.4891112149200911E-01 a       939     1    19     2    19
 -2.3597494779334377E-01 a       940     1    19     2    20
 -5.9127956209356203E-01 a       941     1    20     2     1
  2.9743098006152552E-01 a       942     1    20     2     2
  2.1822565559215953E-01 a       943     1    20     2     3
  2.2678421271551188E-02 a       944     1    20     2     4
 -1.3887735235480531E-01 a       945     1    20     2     5
  1.9214227627751992E-01 a       946     1    20     2     6
 -3.1549078990869556E-01 a       947     1    20     2     7
 -6.6596746217779090E-01 a       948     1    20     2     8
  1.9368874554545390E-01 a       949     1    20     2     9
 -1.5397616187053173E-02 a       950     1    20     2    10
  1.5077632377705619E-01 a       951     1    20     2    11
 -4.6399488814572187E-01 a       952     1    20     2    12
 -2.2281265620638485E-01 a       953     1    20     2    13
 -1.4127894264897117E-01 a       954     1    20     2    14
 -4.5999104900251592E-01 a       955     1    20     2    15
  6.4958004721198004E-02 a       956     1    20     2    16
  2.2921492569387641E-01 a       957     1    20     2    17
  1.3127251054804243E-01 a       958     1    20     2    18
 -4.4376206686669323E-01 a       959     1    20     2    19
  2.7563643578389357E-01 a       960     1    20     2    20
 -2.6125773925523832E-01 b       961     2     1
  5.8045948818943305E-01 b       962     2     2
 -6.6596130270759946E-02 b       963     2     3
  1.8163790108901098E-01 b       964     2     4
  3.0944116714044378E-01 b       965     2     5
  6.0231934926811226E-01 b       966     2     6
 -4.8861238262691281E-01 b       967     2     7
 -3.4452510478597553E-01 b       968     2     8
 -1.3876609477226826E-01 b       969     2     9
 -1.3578828764194695E-01 b       970     2    10
 -3.0940921180041908E-01 b       971     2    11
 -1.2694463968838465E-01 b       972     2    12
 -1.7159681930888288E-01 b       973     2    13
 -3.2346170626616727E-01 b       974     2    14
  1.9786351858457343E-01 b       975     2    15
  6.2771504487320953E-02 b       976     2    16
 -2.1602941409662796E-01 b       977     2    17
  3.0463744633600239E-02 b       978     2    18
 -2.8816830738813493E-01 b       979     2    19
  2.8545754331053774E-01 b       980     2    20
  1.2765796109975630E-01 a       981     2     1     3     1
  2.4255896132053636E-01 a       982     2     2     3     1
  2.9016652005239457E-01 a       983     2     3     3     1
 -1.8094490839219857E-01 a       984     2     4     3     1
 -1.1425669647023390E-01 a       985     2     5     3     1
 -1.3052358061221384E-01 a       986     2     6     3     1
 -4.6916193652829929E-01 a       987     2     7     3     1
  2.5101337403221291E-01 a       988     2     8     3     1
 -3.5512350543741333E-01 a       989     2     9     3     1
  2.0004560845262551E-01 a       990     2    10     3     1
  3.0112359877577777E-01 a       991     2    11     3     1
  6.8359534392772126E-01 a       992     2    12     3     1
 -4.8344546744795214E-01 a       993     2    13     3     1
 -3.8895468953077716E-01 a       994     2    14     3     1
  2.3345055288029809E-01 a       995     2    15     3     1
  3.4770967315701384E-01 a       996     2    16     3     1
  2.0396827053478170E-01 a       997     2    17     3     1
 -1.4311320900434329E-01 a       998     2    18     3     1
 -4.2754846066175689E-01 a       999     2    19     3     1
 -3.4077466923710087E-01 a      1000     2    20     3     1
 -1.0070087910099651E-04 b      1001     3     1
